"SampleID","SalmonID","Genotypic sex","species","Genetic_Stock_Best_Estimate","Probability_Best_Estimate","Genetic_Stock_2nd_Best_Estimate","Probability_2nd_Best_Estimate","PBT_Estimate","PBT_Hatchery_Probability"
"90839-386",50580,"F","chinook","Mid.Up_Columbia_R_sp","0.9162","Snake_R_sp","0.0838","Little_White_Salmon_sp","0.993607"
"90839-387",50581,"M","chinook","Snake_R_fa","0.9854","Up_Columbia_R_su.fa","0.0146","Lyons_Ferry_fa","0.977726"
"90839-388",50582,"F","chinook","Snake_R_sp","0.72763395","Mid.Up_Columbia_R_sp","0.25366605","Clearwater","0.979540"
"90839-389",50583,"F","chinook","Mid.Up_Columbia_R_sp","0.76666952","Snake_R_sp","0.18773048","Carson","0.997600"
"90839-390",50584,"F","chinook","Snake_R_sp","0.95394093","Mid.Up_Columbia_R_sp","0.02415907","Clearwater","0.988437"
"90839-391",50585,"M","chinook","Up_Columbia_R_su.fa","0.99750126","Snake_R_fa","0.00069874","Eastbank_sp","0.996991"
"90839-392",50586,"F","chinook","Snake_R_sp","0.98544753","Mid.Up_Columbia_R_sp","0.00965247","Pahsimeroi","0.999499"
"90839-393",50587,"F","chinook","Mid.Up_Columbia_R_sp","0.86056182","Snake_R_sp","0.13753818","Little_White_Salmon_sp","0.997511"
"90839-394",50588,"M","chinook","Mid.Up_Columbia_R_sp","0.5438912","Snake_R_sp","0.4559088","Clearwater","0.982282"
"90839-399",50595,"F","chinook","Snake_R_sp","0.9969003","Mid.Up_Columbia_R_sp","0.0029997","Rapid_River","0.998118"
"90839-401",50597,"F","chinook","Mid.Up_Columbia_R_sp","0.9741","Snake_R_sp","0.0259","SF_Walla_Walla","0.997209"
"90839-403",50599,"M","chinook","Willamette_R","0.9973","Deschutes_R_fa","0","Minto","0.997742"
"90839-405",50601,"M","chinook","W_Cascade_sp","0.94308258","W_Cascade_fa","0.00321742",NA,NA
"90839-408",50609,"F","chinook","Snake_R_sp","0.68064576","Mid.Up_Columbia_R_sp","0.31795424","Dworshak","0.999233"
"90839-409",50610,"F","chinook","Snake_R_sp","0.98811378","Mid.Up_Columbia_R_sp","0.01058622","Lookingglass","0.975556"
"90839-410",50611,"M","chinook","Snake_R_sp","0.84702184","Mid.Up_Columbia_R_sp","0.15217816",NA,NA
"90839-411",50612,"F","chinook","Mid.Up_Columbia_R_sp","0.8378424","Snake_R_sp","0.0153576",NA,NA
"90839-413",50614,"F","chinook","Mid.Up_Columbia_R_sp","1","Deschutes_R_fa","0","Klickitat","0.999677"
"90839-414",50615,"M","chinook","Snake_R_sp","0.98820117","Mid.Up_Columbia_R_sp","0.00009883","Rapid_River","0.998386"
"90839-415",50616,"F","chinook","Mid.Up_Columbia_R_sp","0.94873042","Snake_R_sp","0.05066958","SF_Walla_Walla","0.998115"
"90839-416",50617,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-417",50618,"F","chinook","Willamette_R","1","Deschutes_R_fa","0","Minto","0.863027"
"90839-418",50619,"F","chinook","Mid.Up_Columbia_R_sp","0.9999","Deschutes_R_fa","0","Klickitat","0.999770"
"90839-419",50620,"F","chinook","Willamette_R","1","Deschutes_R_fa","0","McKenzie","0.998626"
"90839-421",50622,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-422",50628,"F","chinook","Mid.Up_Columbia_R_sp","0.9997","Snake_R_sp","0.0003","Parkdale","0.998991"
"90839-424",50630,"F","chinook","Mid.Up_Columbia_R_sp","0.9786084","Snake_R_sp","0.0209916","Little_White_Salmon_sp","0.999100"
"90839-426",50632,"M","chinook","Snake_R_sp","0.9047474","Mid.Up_Columbia_R_sp","0.0947526",NA,NA
"90839-427",50633,"M","chinook","Mid.Up_Columbia_R_sp","0.99850056","Snake_R_sp","0.00079944","Carson","0.996458"
"90839-428",50634,"F","chinook","Mid.Up_Columbia_R_sp","0.95550886","Snake_R_sp","0.04429114","Round_Butte","0.998201"
"90839-429",50635,"F","chinook","Snake_R_sp","0.5976","Mid.Up_Columbia_R_sp","0.4024","Round_Butte","0.988253"
"90839-430",50636,"F","chinook","Up_Columbia_R_su.fa","0.99640068","Snake_R_fa","0.00339932","Priest_Rapids","0.991647"
"90839-431",50637,"M","chinook","Snake_R_sp","0.9909","Mid.Up_Columbia_R_sp","0.0091","Rapid_River","0.999468"
"90839-432",50638,"F","chinook","Mid.Up_Columbia_R_sp","0.9866","Deschutes_R_fa","0","Klickitat","0.998997"
"90839-433",50639,"M","chinook","Willamette_R","0.9999","W_Cascade_sp","0.0001",NA,NA
"90839-434",50640,"M","chinook","Willamette_R","0.75444658","W_Cascade_fa","0.12990153",NA,NA
"90839-435",50641,"M","chinook","Up_Columbia_R_su.fa","0.96183357","Snake_R_fa","0.00086643","Priest_Rapids","0.993685"
"90839-436",50643,"F","chinook","Snake_R_sp","0.9974","Mid.Up_Columbia_R_sp","0.0026",NA,NA
"90839-437",50644,"M","chinook","Snake_R_sp","0.53168112","Mid.Up_Columbia_R_sp","0.46621888","Little_White_Salmon_sp","0.999423"
"90839-438",50645,"F","chinook","Snake_R_sp","0.96960303","Mid.Up_Columbia_R_sp","0.03029697","Parkdale","0.999828"
"90839-439",50646,"M","chinook","Mid.Up_Columbia_R_sp","0.82457004","Snake_R_sp","0.17502996","Carson","0.993628"
