"ID","Not regional","N/Mid_OR_Cst","Rogue_R","N_CA/S_OR_Cst","Klamath_R","CA_Cst","Cent_Valley_sp","Cent_Valley_wi","Cent_Valley_fa"
"90839-117",0.9999,6.9e-06,8.08e-06,1.67e-06,0,1e-08,7.93e-06,0,7.541e-05
"90839-118",1,0,0,0,0,0,0,0,0
"90839-119",1,0,0,0,0,0,0,0,0
"90839-120",1,0,0,0,0,0,0,0,0
"90839-121",1,0,0,0,0,0,0,0,0
"90839-122",1,0,0,0,0,0,0,0,0
"90839-123",1,0,0,0,0,0,0,0,0
"90839-124",1,0,0,0,0,0,0,0,0
"90839-125",1,0,0,0,0,0,0,0,0
"90839-126",1,0,0,0,0,0,0,0,0
"90839-127",1,0,0,0,0,0,0,0,0
"90839-128",1,0,0,0,0,0,0,0,0
"90839-129",1,0,0,0,0,0,0,0,0
"90839-130",1,0,0,0,0,0,0,0,0
"90839-131",1,0,0,0,0,0,0,0,0
"90839-132",1,0,0,0,0,0,0,0,0
"90839-133",1,0,0,0,0,0,0,0,0
"90839-134",1,0,0,0,0,0,0,0,0
"90839-135",1,0,0,0,0,0,0,0,0
"90839-136",1,0,0,0,0,0,0,0,0
"90839-137",1,0,0,0,0,0,0,0,0
"90839-138",1,0,0,0,0,0,0,0,0
"90839-139",1,0,0,0,0,0,0,0,0
"90839-140",1,0,0,0,0,0,0,0,0
"90839-141",1,0,0,0,0,0,0,0,0
"90839-142",1,0,0,0,0,0,0,0,0
"90839-143",1,0,0,0,0,0,0,0,0
"90839-144",1,0,0,0,0,0,0,0,0
"90839-145",1,0,0,0,0,0,0,0,0
"90839-146",1,0,0,0,0,0,0,0,0
"90839-147",1,0,0,0,0,0,0,0,0
"90839-148",1,0,0,0,0,0,0,0,0
"90839-149",1,0,0,0,0,0,0,0,0
"90839-150",1,0,0,0,0,0,0,0,0
"90839-151",1,0,0,0,0,0,0,0,0
"90839-152",1,0,0,0,0,0,0,0,0
"90839-153",1,0,0,0,0,0,0,0,0
"90839-154",1,0,0,0,0,0,0,0,0
"90839-155",1,0,0,0,0,0,0,0,0
"90839-156",1,0,0,0,0,0,0,0,0
"90839-157",1,0,0,0,0,0,0,0,0
"90839-158",1,0,0,0,0,0,0,0,0
"90839-159",1,0,0,0,0,0,0,0,0
"90839-160",1,0,0,0,0,0,0,0,0
"90839-161",1,0,0,0,0,0,0,0,0
"90839-162",1,0,0,0,0,0,0,0,0
"90839-163",1,0,0,0,0,0,0,0,0
"90839-164",1,0,0,0,0,0,0,0,0
"90839-165",1,0,0,0,0,0,0,0,0
"90839-166",1,0,0,0,0,0,0,0,0
"90839-167",1,0,0,0,0,0,0,0,0
"90839-168",0.9997,0.0002607,2.19e-06,3.708e-05,0,3e-08,0,0,0
"90839-169",1,0,0,0,0,0,0,0,0
"90839-170",0.9996,0.00034324,8e-07,5.584e-05,0,4e-08,0,0,8e-08
"90839-171",1,0,0,0,0,0,0,0,0
"90839-172",1,0,0,0,0,0,0,0,0
"90839-173",1,0,0,0,0,0,0,0,0
"90839-174",1,0,0,0,0,0,0,0,0
"90839-175",1,0,0,0,0,0,0,0,0
"90839-176",1,0,0,0,0,0,0,0,0
"90839-177",1,0,0,0,0,0,0,0,0
"90839-178",1,0,0,0,0,0,0,0,0
"90839-179",1,0,0,0,0,0,0,0,0
"90839-180",1,0,0,0,0,0,0,0,0
"90839-181",1,0,0,0,0,0,0,0,0
"90839-182",1,0,0,0,0,0,0,0,0
"90839-183",1,0,0,0,0,0,0,0,0
"90839-184",1,0,0,0,0,0,0,0,0
"90839-185",1,0,0,0,0,0,0,0,0
"90839-186",1,0,0,0,0,0,0,0,0
"90839-187",1,0,0,0,0,0,0,0,0
"90839-188",1,0,0,0,0,0,0,0,0
"90839-189",1,0,0,0,0,0,0,0,0
"90839-190",1,0,0,0,0,0,0,0,0
"90839-191",1,0,0,0,0,0,0,0,0
"90839-192",1,0,0,0,0,0,0,0,0
"90839-193",1,0,0,0,0,0,0,0,0
"90839-194",1,0,0,0,0,0,0,0,0
"90839-195",1,0,0,0,0,0,0,0,0
"90839-196",1,0,0,0,0,0,0,0,0
"90839-197",1,0,0,0,0,0,0,0,0
"90839-198",1,0,0,0,0,0,0,0,0
"90839-200",1,0,0,0,0,0,0,0,0
"90839-201",1,0,0,0,0,0,0,0,0
"90839-202",0.9999,9.033e-05,8e-08,9.57e-06,0,0,0,0,2e-08
"90839-203",1,0,0,0,0,0,0,0,0
"90839-204",1,0,0,0,0,0,0,0,0
"90839-205",1,0,0,0,0,0,0,0,0
"90839-207",1,0,0,0,0,0,0,0,0
"90839-208",1,0,0,0,0,0,0,0,0
"90839-209",1,0,0,0,0,0,0,0,0
"90839-210",1,0,0,0,0,0,0,0,0
"90839-211",1,0,0,0,0,0,0,0,0
"90839-212",1,0,0,0,0,0,0,0,0
"90839-214",1,0,0,0,0,0,0,0,0
"90839-215",1,0,0,0,0,0,0,0,0
"90839-216",1,0,0,0,0,0,0,0,0
"90839-217",1,0,0,0,0,0,0,0,0
"90839-218",1,0,0,0,0,0,0,0,0
"90839-219",1,0,0,0,0,0,0,0,0
"90839-220",0.9998,0,0,0,0,0,2.4e-06,0,0.0001976
"90839-221",1,0,0,0,0,0,0,0,0
"90839-222",1,0,0,0,0,0,0,0,0
"90839-223",1,0,0,0,0,0,0,0,0
"90839-224",1,0,0,0,0,0,0,0,0
"90839-225",1,0,0,0,0,0,0,0,0
"90839-226",1,0,0,0,0,0,0,0,0
"90839-227",1,0,0,0,0,0,0,0,0
"90839-228",1,0,0,0,0,0,0,0,0
"90839-229",1,0,0,0,0,0,0,0,0
"90839-230",1,0,0,0,0,0,0,0,0
"90839-231",1,0,0,0,0,0,0,0,0
"90839-233",1,0,0,0,0,0,0,0,0
"90839-234",1,0,0,0,0,0,0,0,0
"90839-236",0.9998,0.00016354,9.98e-06,1.47e-05,0,0,2.6e-07,0,1.152e-05
"90839-237",1,0,0,0,0,0,0,0,0
"90839-238",1,0,0,0,0,0,0,0,0
"90839-239",1,0,0,0,0,0,0,0,0
"90839-240",1,0,0,0,0,0,0,0,0
"90839-241",1,0,0,0,0,0,0,0,0
"90839-242",1,0,0,0,0,0,0,0,0
"90839-243",1,0,0,0,0,0,0,0,0
"90839-244",1,0,0,0,0,0,0,0,0
"90839-245",1,0,0,0,0,0,0,0,0
"90839-246",1,0,0,0,0,0,0,0,0
"90839-247",1,0,0,0,0,0,0,0,0
"90839-248",1,0,0,0,0,0,0,0,0
"90839-250",0.000700000000000034,0,0,0,0,0,0.00439692,0,0.99490308
"90839-251",1,0,0,0,0,0,0,0,0
"90839-252",1,0,0,0,0,0,0,0,0
"90839-253",1,0,0,0,0,0,0,0,0
"90839-254",1,0,0,0,0,0,0,0,0
"90839-255",1,0,0,0,0,0,0,0,0
"90839-256",1,0,0,0,0,0,0,0,0
"90839-257",1,0,0,0,0,0,0,0,0
"90839-258",0.9985,0.00118755,1.215e-05,0.00029685,0,1.05e-06,0,0,2.4e-06
"90839-260",1,0,0,0,0,0,0,0,0
"90839-261",1,0,0,0,0,0,0,0,0
"90839-262",1,0,0,0,0,0,0,0,0
"90839-263",0.9996,3.524e-05,1.2e-07,0.0001284,0,0,1.876e-05,0,0.00021748
"90839-264",1,0,0,0,0,0,0,0,0
"90839-265",1,0,0,0,0,0,0,0,0
"90839-266",1,0,0,0,0,0,0,0,0
"90839-267",1,0,0,0,0,0,0,0,0
"90839-268",1,0,0,0,0,0,0,0,0
"90839-269",1,0,0,0,0,0,0,0,0
"90839-270",1,0,0,0,0,0,0,0,0
"90839-271",1,0,0,0,0,0,0,0,0
"90839-272",1,0,0,0,0,0,0,0,0
"90839-273",1,0,0,0,0,0,0,0,0
"90839-274",1,0,0,0,0,0,0,0,0
"90839-275",1,0,0,0,0,0,0,0,0
"90839-276",1,0,0,0,0,0,0,0,0
"90839-278",0.9998,7.95e-05,2.292e-05,9.464e-05,2.4e-07,1.18e-06,0,0,1.52e-06
"90839-279",0.0385,0.7330476,0.0011538,0.226914,0,0.0003846,0,0,0
"90839-280",1,0,0,0,0,0,0,0,0
"90839-281",1,0,0,0,0,0,0,0,0
"90839-282",1,0,0,0,0,0,0,0,0
"90839-283",1,0,0,0,0,0,0,0,0
"90839-284",1,0,0,0,0,0,0,0,0
"90839-285",1,0,0,0,0,0,0,0,0
"90839-286",1,0,0,0,0,0,0,0,0
"90839-287",1,0,0,0,0,0,0,0,0
"90839-288",1,0,0,0,0,0,0,0,0
"90839-289",1,0,0,0,0,0,0,0,0
"90839-290",1,0,0,0,0,0,0,0,0
"90839-291",1,0,0,0,0,0,0,0,0
"90839-292",0.9895,0.0071001,0.0001113,0.00185535,0,0,1.05e-06,0,0.0014322
"90839-293",1,0,0,0,0,0,0,0,0
"90839-294",1,0,0,0,0,0,0,0,0
"90839-295",1,0,0,0,0,0,0,0,0
"90839-296",1,0,0,0,0,0,0,0,0
"90839-298",1,0,0,0,0,0,0,0,0
"90839-299",1,0,0,0,0,0,0,0,0
"90839-300",1,0,0,0,0,0,0,0,0
"90839-301",1,0,0,0,0,0,0,0,0
"90839-302",1,0,0,0,0,0,0,0,0
"90839-303",0.9999,1.03e-06,0,5e-08,0,0,1.04e-06,0,9.788e-05
"90839-304",1,0,0,0,0,0,0,0,0
"90839-305",1,0,0,0,0,0,0,0,0
"90839-306",1,0,0,0,0,0,0,0,0
"90839-307",0.9997,4.05e-06,0,8.4e-07,0,0,3.369e-05,0,0.00026142
"90839-308",1,0,0,0,0,0,0,0,0
"90839-309",0,0,0,0,0,0,0.9865,0,0.0135
"90839-310",1,0,0,0,0,0,0,0,0
"90839-311",1,0,0,0,0,0,0,0,0
"90839-312",0.9999,7.803e-05,8.1e-06,1.383e-05,1e-08,1e-08,0,0,2e-08
"90839-313",1,0,0,0,0,0,0,0,0
"90839-314",1,0,0,0,0,0,0,0,0
"90839-315",1,0,0,0,0,0,0,0,0
"90839-316",1,0,0,0,0,0,0,0,0
"90839-317",1,0,0,0,0,0,0,0,0
"90839-318",1,0,0,0,0,0,0,0,0
"90839-319",0.9998,5.514e-05,1.564e-05,5.6e-07,0,0,1.62e-05,0,0.00011246
"90839-320",1,0,0,0,0,0,0,0,0
"90839-321",1,0,0,0,0,0,0,0,0
"90839-322",1,0,0,0,0,0,0,0,0
"90839-323",1,0,0,0,0,0,0,0,0
"90839-324",1,0,0,0,0,0,0,0,0
"90839-325",1,0,0,0,0,0,0,0,0
"90839-326",1,0,0,0,0,0,0,0,0
"90839-327",0.9989,0.00092389,8.25e-06,0.00016731,0,0,0,0,5.5e-07
"90839-328",0.999,2.04e-05,1e-07,7e-07,0,0,1.98e-05,0,0.000959
"90839-329",1,0,0,0,0,0,0,0,0
"90839-330",1,0,0,0,0,0,0,0,0
"90839-331",1,0,0,0,0,0,0,0,0
"90839-332",1,0,0,0,0,0,0,0,0
"90839-333",0.9991,0.00013797,0.00029007,0.00043308,1.8e-07,1.8e-07,1.71e-06,0,3.681e-05
"90839-334",1,0,0,0,0,0,0,0,0
"90839-335",1,0,0,0,0,0,0,0,0
"90839-336",1,0,0,0,0,0,0,0,0
"90839-337",1,0,0,0,0,0,0,0,0
"90839-338",1,0,0,0,0,0,0,0,0
"90839-339",1,0,0,0,0,0,0,0,0
"90839-340",1,0,0,0,0,0,0,0,0
"90839-341",1,0,0,0,0,0,0,0,0
"90839-342",0.996,0,0,0,0,0,1.56e-05,3.48e-05,0.0039496
"90839-343",1,0,0,0,0,0,0,0,0
"90839-344",1,0,0,0,0,0,0,0,0
"90839-345",1,0,0,0,0,0,0,0,0
"90839-347",1,0,0,0,0,0,0,0,0
"90839-348",0.7155,0.26267885,0.00082505,0.0207116,0,0.0001138,0,0,0.0001707
"90839-349",1,0,0,0,0,0,0,0,0
"90839-350",1,0,0,0,0,0,0,0,0
"90839-351",1,0,0,0,0,0,0,0,0
"90839-352",1,0,0,0,0,0,0,0,0
"90839-353",1,0,0,0,0,0,0,0,0
"90839-354",1,0,0,0,0,0,0,0,0
"90839-355",1,0,0,0,0,0,0,0,0
"90839-356",1,0,0,0,0,0,0,0,0
"90839-357",1,0,0,0,0,0,0,0,0
"90839-358",1,0,0,0,0,0,0,0,0
"90839-359",1,0,0,0,0,0,0,0,0
"90839-360",1,0,0,0,0,0,0,0,0
"90839-361",1,0,0,0,0,0,0,0,0
"90839-362",0.9998,3.6e-07,0,0,0,0,3.172e-05,0,0.00016792
"90839-363",1,0,0,0,0,0,0,0,0
"90839-364",0.6729,0.29654886,0.00408875,0.02626613,0,0,0,0,0.00019626
"90839-365",0.9995,0.0002054,5.29e-05,0.00015235,0,0,2e-06,0,8.735e-05
"90839-366",0.9943,4.047e-05,0,0,0,0,6.84e-06,0,0.00565269
"90839-367",0.9999,8.083e-05,3.5e-07,1.721e-05,0,0,6.6e-07,0,9.5e-07
"90839-368",1,0,0,0,0,0,0,0,0
"90839-369",1,0,0,0,0,0,0,0,0
"90839-370",0.9992,1.6e-07,0,0,0,0,0.00015528,0,0.00064456
"90839-371",1,0,0,0,0,0,0,0,0
"90839-372",1,0,0,0,0,0,0,0,0
"90839-373",0.9994,9.6e-07,0,0,0,0,2.742e-05,0,0.00057162
"90839-374",1,0,0,0,0,0,0,0,0
"90839-375",0.9992,8.752e-05,7.2e-07,0.00010016,0,1.24e-05,0.0001104,0,0.0004888
"90839-376",0.9998,1.616e-05,3.04e-06,1.038e-05,0,0,2.12e-06,0,0.0001683
"90839-377",0.9991,0.00053469,2.61e-06,1.17e-05,0,0,4.23e-06,0,0.00034677
"90839-378",1,0,0,0,0,0,0,0,0
"90839-379",1,0,0,0,0,0,0,0,0
"90839-380",1,0,0,0,0,0,0,0,0
"90839-381",1,0,0,0,0,0,0,0,0
"90839-382",1,0,0,0,0,0,0,0,0
"90839-383",0.9994,1.11e-05,0,1.8e-07,0,0,1.32e-06,0,0.0005874
"90839-384",1,0,0,0,0,0,0,0,0
"90839-385",1,0,0,0,0,0,0,0,0
"90839-386",1,0,0,0,0,0,0,0,0
"90839-387",1,0,0,0,0,0,0,0,0
"90839-388",1,0,0,0,0,0,0,0,0
"90839-389",1,0,0,0,0,0,0,0,0
"90839-390",1,0,0,0,0,0,0,0,0
"90839-391",1,0,0,0,0,0,0,0,0
"90839-392",1,0,0,0,0,0,0,0,0
"90839-393",1,0,0,0,0,0,0,0,0
"90839-394",1,0,0,0,0,0,0,0,0
"90839-395",1,0,0,0,0,0,0,0,0
"90839-397",0.9982,9.018e-05,1.044e-05,7.2e-07,0,0,0.00037224,0,0.00132642
"90839-398",1,0,0,0,0,0,0,0,0
"90839-399",1,0,0,0,0,0,0,0,0
"90839-400",1,0,0,0,0,0,0,0,0
"90839-401",1,0,0,0,0,0,0,0,0
"90839-402",0.9987,0.0007748,1.105e-05,0.00050856,0,2.6e-07,0,0,5.33e-06
"90839-403",0.9972,0.00246372,3.22e-05,0.0002982,4.48e-06,0,0,0,1.4e-06
"90839-404",1,0,0,0,0,0,0,0,0
"90839-405",0.999,0.000796,7.9e-06,0.0001938,0,0,0,0,2.3e-06
"90839-407",0.9998,3.526e-05,4.784e-05,6.352e-05,2e-08,8.8e-06,1.46e-05,0,2.996e-05
"90839-408",1,0,0,0,0,0,0,0,0
"90839-409",1,0,0,0,0,0,0,0,0
"90839-410",1,0,0,0,0,0,0,0,0
"90839-411",1,0,0,0,0,0,0,0,0
"90839-412",1,0,0,0,0,0,0,0,0
"90839-413",1,0,0,0,0,0,0,0,0
"90839-414",1,0,0,0,0,0,0,0,0
"90839-415",1,0,0,0,0,0,0,0,0
"90839-416",1,0,0,0,0,0,0,0,0
"90839-417",1,0,0,0,0,0,0,0,0
"90839-418",1,0,0,0,0,0,0,0,0
"90839-419",1,0,0,0,0,0,0,0,0
"90839-420",0,0,0,0,0,0,0.0133,0,0.9867
"90839-421",1,0,0,0,0,0,0,0,0
"90839-422",1,0,0,0,0,0,0,0,0
"90839-423",1,0,0,0,0,0,0,0,0
"90839-424",1,0,0,0,0,0,0,0,0
"90839-425",1,0,0,0,0,0,0,0,0
"90839-426",1,0,0,0,0,0,0,0,0
"90839-427",1,0,0,0,0,0,0,0,0
"90839-428",1,0,0,0,0,0,0,0,0
"90839-429",1,0,0,0,0,0,0,0,0
"90839-430",1,0,0,0,0,0,0,0,0
"90839-431",1,0,0,0,0,0,0,0,0
"90839-432",1,0,0,0,0,0,0,0,0
"90839-433",1,0,0,0,0,0,0,0,0
"90839-434",1,0,0,0,0,0,0,0,0
"90839-435",0.9584,0,0,0,0,0,0.00026624,0,0.04133376
"90839-436",1,0,0,0,0,0,0,0,0
"90839-437",1,0,0,0,0,0,0,0,0
"90839-438",1,0,0,0,0,0,0,0,0
"90839-439",1,0,0,0,0,0,0,0,0
"90839-440",1,0,0,0,0,0,0,0,0
"90839-441",1,0,0,0,0,0,0,0,0
"90839-442",1,0,0,0,0,0,0,0,0
"90839-443",1,0,0,0,0,0,0,0,0
"90839-444",1,0,0,0,0,0,0,0,0
"90839-445",1,0,0,0,0,0,0,0,0
"90839-446",1,0,0,0,0,0,0,0,0
"90839-447",1,0,0,0,0,0,0,0,0
"90839-448",1,0,0,0,0,0,0,0,0
"90839-449",1,0,0,0,0,0,0,0,0
"90839-450",1,0,0,0,0,0,0,0,0
"90839-451",1,0,0,0,0,0,0,0,0
"90839-452",0.9879,0.00709665,4.598e-05,0.00485694,0,1.089e-05,0,0,8.954e-05
"90839-453",1,0,0,0,0,0,0,0,0
"90839-454",0.9916,0.0003318,4.2e-06,0,0,0,0.00659736,0,0.00146664
"90839-455",1,0,0,0,0,0,0,0,0
"90839-456",1,0,0,0,0,0,0,0,0
"90839-457",1,0,0,0,0,0,0,0,0
"90839-458",1,0,0,0,0,0,0,0,0
"90839-459",1,0,0,0,0,0,0,0,0
"90839-460",1,0,0,0,0,0,0,0,0
"90839-461",1,0,0,0,0,0,0,0,0
"90839-462",1,0,0,0,0,0,0,0,0
"90839-463",1,0,0,0,0,0,0,0,0
"90839-464",1,0,0,0,0,0,0,0,0
"90839-466",1,0,0,0,0,0,0,0,0
"90839-467",1,0,0,0,0,0,0,0,0
"90839-468",1,0,0,0,0,0,0,0,0
"90839-469",1,0,0,0,0,0,0,0,0
"90839-470",1,0,0,0,0,0,0,0,0
"90839-471",1,0,0,0,0,0,0,0,0
"90839-472",1,0,0,0,0,0,0,0,0
"90839-473",1,0,0,0,0,0,0,0,0
"90839-474",1,0,0,0,0,0,0,0,0
"90839-475",1,0,0,0,0,0,0,0,0
"90839-476",1,0,0,0,0,0,0,0,0
"90839-477",0.00129999999999997,0,0,0,0,0,9.987e-05,0,0.99860013
"90839-478",1,0,0,0,0,0,0,0,0
"90839-479",1,0,0,0,0,0,0,0,0
"90839-480",1,0,0,0,0,0,0,0,0
"90839-481",1,0,0,0,0,0,0,0,0
"90839-482",1,0,0,0,0,0,0,0,0
"90839-483",1,0,0,0,0,0,0,0,0
"90839-484",1,0,0,0,0,0,0,0,0
"90839-485",0.0135999999999999,0,0,0,0,0,0.0157824,0,0.9706176
"90839-486",1,0,0,0,0,0,0,0,0
"90839-487",1,0,0,0,0,0,0,0,0
"90839-488",1,0,0,0,0,0,0,0,0
"90839-489",1,0,0,0,0,0,0,0,0
"90839-490",0.9997,0.00021618,1.74e-06,7.368e-05,0,0,6e-08,0,8.34e-06
"90839-492",1,0,0,0,0,0,0,0,0
"90839-493",0.9997,4.86e-05,1.218e-05,0.00011592,0,0,3.126e-05,0,9.204e-05
"90839-494",0.9999,5.02e-06,7e-08,2e-08,0,0,1.26e-06,0,9.363e-05
"90839-496",1,0,0,0,0,0,0,0,0
"90839-497",0.9999,6.04e-06,1.3e-07,5.13e-06,0,0,5.85e-06,0,8.285e-05
"90839-498",1,0,0,0,0,0,0,0,0
"90839-499",0.9986,0.00084686,0.00022988,0.00031598,1.26e-06,1.4e-07,0,0,5.88e-06
"90839-500",1,0,0,0,0,0,0,0,0
"90839-501",1,0,0,0,0,0,0,0,0
"90839-502",1,0,0,0,0,0,0,0,0
"90839-503",0.9999,6.27e-06,5e-08,1e-08,0,0,5.89e-06,0,8.778e-05
"90839-504",1,0,0,0,0,0,0,0,0
"90839-505",1,0,0,0,0,0,0,0,0
"90839-506",1,0,0,0,0,0,0,0,0
"90839-507",1,0,0,0,0,0,0,0,0
"90839-508",1,0,0,0,0,0,0,0,0
"90839-509",1,0,0,0,0,0,0,0,0
"90839-510",1,0,0,0,0,0,0,0,0
"90839-511",1,0,0,0,0,0,0,0,0
"90839-512",1,0,0,0,0,0,0,0,0
"90839-513",1,0,0,0,0,0,0,0,0
"90839-514",1,0,0,0,0,0,0,0,0
"90839-515",1,0,0,0,0,0,0,0,0
"90839-516",1,0,0,0,0,0,0,0,0
"90839-517",1,0,0,0,0,0,0,0,0
"90839-518",1,0,0,0,0,0,0,0,0
"90839-519",0.9993,5.95e-06,0,0,0,0,2.17e-06,0,0.00069188
"90839-520",1,0,0,0,0,0,0,0,0
"90839-521",1,0,0,0,0,0,0,0,0
"90839-522",1,0,0,0,0,0,0,0,0
"90839-523",0.9998,0.0001482,2.9e-06,3.74e-05,0,2e-08,6e-08,0,1.142e-05
"90839-524",0.9994,6.246e-05,7.62e-06,4.422e-05,0,0,2.64e-06,0,0.00048306
"90839-525",0.9999,3.3e-07,0,0,0,0,1.62e-06,0,9.805e-05
"90839-526",1,0,0,0,0,0,0,0,0
"90839-527",1,0,0,0,0,0,0,0,0
"90839-528",1,0,0,0,0,0,0,0,0
"90839-529",1,0,0,0,0,0,0,0,0
"90839-530",1,0,0,0,0,0,0,0,0
"90839-531",1,0,0,0,0,0,0,0,0
"90839-532",1,0,0,0,0,0,0,0,0
"90839-533",1,0,0,0,0,0,0,0,0
"90839-534",1,0,0,0,0,0,0,0,0
"90839-535",1,0,0,0,0,0,0,0,0
"90839-536",1,0,0,0,0,0,0,0,0
"90839-537",1,0,0,0,0,0,0,0,0
"90839-538",1,0,0,0,0,0,0,0,0
"90839-539",1,0,0,0,0,0,0,0,0
